,year_ceremony,category,name,film,oscar
10033,2018,Actress In A Supporting Role,Laurie Metcalf,Lady Bird,Nominee
10034,2018,Actress In A Supporting Role,Octavia Spencer,The Shape Of Water,Nominee
10050,2018,Directing,Christopher Nolan,Dunkirk,Nominee
10051,2018,Directing,Jordan Peele,Get Out,Nominee
10052,2018,Directing,Greta Gerwig,Lady Bird,Nominee
10053,2018,Directing,Paul Thomas Anderson,Phantom Thread,Nominee
10054,2018,Directing,Guillermo del Toro,The Shape Of Water,Winner
10070,2018,International Feature Film,Chile,A Fantastic Woman,Winner
10071,2018,International Feature Film,Lebanon,The Insult,Nominee
10072,2018,International Feature Film,Russia,Loveless,Nominee
10073,2018,International Feature Film,Hungary,On Body And Soul,Nominee
10074,2018,International Feature Film,Sweden,The Square,Nominee
10088,2018,Best Picture,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me By Your Name,Nominee
10089,2018,Best Picture,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Darkest Hour,Nominee
10090,2018,Best Picture,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,Nominee
10091,2018,Best Picture,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,Nominee
10092,2018,Best Picture,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lady Bird,Nominee
10093,2018,Best Picture,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Phantom Thread,Nominee
10094,2018,Best Picture,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",The Post,Nominee
10095,2018,Best Picture,"Guillermo del Toro and J. Miles Dale, Producers",The Shape Of Water,Winner
10096,2018,Best Picture,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards Outside Ebbing, Missouri",Nominee
10127,2018,Writing (Adapted Screenplay),Screenplay by James Ivory,Call Me By Your Name,Winner
10128,2018,Writing (Adapted Screenplay),Screenplay by Scott Neustadter & Michael H. Weber,The Disaster Artist,Nominee
10129,2018,Writing (Adapted Screenplay),Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Logan,Nominee
10130,2018,Writing (Adapted Screenplay),Written for the screen by Aaron Sorkin,Molly'S Game,Nominee
10131,2018,Writing (Adapted Screenplay),Screenplay by Virgil Williams and Dee Rees,Mudbound,Nominee
10132,2018,Writing (Original Screenplay),Written by Emily V. Gordon & Kumail Nanjiani,The Big Sick,Nominee
10133,2018,Writing (Original Screenplay),Written by Jordan Peele,Get Out,Winner
10134,2018,Writing (Original Screenplay),Written by Greta Gerwig,Lady Bird,Nominee
10135,2018,Writing (Original Screenplay),Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,The Shape Of Water,Nominee
10136,2018,Writing (Original Screenplay),Written by Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",Nominee
10142,2019,Actor In A Leading Role,Christian Bale,Vice,Nominee
10143,2019,Actor In A Leading Role,Bradley Cooper,A Star Is Born,Nominee
10144,2019,Actor In A Leading Role,Willem Dafoe,At Eternity'S Gate,Nominee
10145,2019,Actor In A Leading Role,Rami Malek,Bohemian Rhapsody,Winner
10146,2019,Actor In A Leading Role,Viggo Mortensen,Green Book,Nominee
10147,2019,Actor In A Supporting Role,Mahershala Ali,Green Book,Winner
10148,2019,Actor In A Supporting Role,Adam Driver,Blackkklansman,Nominee
10149,2019,Actor In A Supporting Role,Sam Elliott,A Star Is Born,Nominee
10150,2019,Actor In A Supporting Role,Richard E. Grant,Can You Ever Forgive Me?,Nominee
10151,2019,Actor In A Supporting Role,Sam Rockwell,Vice,Nominee
10152,2019,Actress In A Leading Role,Yalitza Aparicio,Roma,Nominee
10153,2019,Actress In A Leading Role,Glenn Close,The Wife,Nominee
10154,2019,Actress In A Leading Role,Olivia Colman,The Favourite,Winner
10155,2019,Actress In A Leading Role,Lady Gaga,A Star Is Born,Nominee
10156,2019,Actress In A Leading Role,Melissa McCarthy,Can You Ever Forgive Me?,Nominee
10157,2019,Actress In A Supporting Role,Amy Adams,Vice,Nominee
10158,2019,Actress In A Supporting Role,Marina de Tavira,Roma,Nominee
10159,2019,Actress In A Supporting Role,Regina King,If Beale Street Could Talk,Winner
10160,2019,Actress In A Supporting Role,Emma Stone,The Favourite,Nominee
10161,2019,Actress In A Supporting Role,Rachel Weisz,The Favourite,Nominee
10177,2019,Directing,Spike Lee,Blackkklansman,Nominee
10178,2019,Directing,Pawel Pawlikowski,Cold War,Nominee
10179,2019,Directing,Yorgos Lanthimos,The Favourite,Nominee
10180,2019,Directing,Alfonso Cuarón,Roma,Winner
10181,2019,Directing,Adam McKay,Vice,Nominee
10197,2019,International Feature Film,Lebanon,Capernaum,Nominee
10198,2019,International Feature Film,Poland,Cold War,Nominee
10199,2019,International Feature Film,Germany,Never Look Away,Nominee
10200,2019,International Feature Film,Mexico,Roma,Winner
10201,2019,International Feature Film,Japan,Shoplifters,Nominee
10215,2019,Best Picture,"Kevin Feige, Producer",Black Panther,Nominee
10216,2019,Best Picture,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",Blackkklansman,Nominee
10217,2019,Best Picture,"Graham King, Producer",Bohemian Rhapsody,Nominee
10218,2019,Best Picture,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",The Favourite,Nominee
10219,2019,Best Picture,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,Winner
10220,2019,Best Picture,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Roma,Nominee
10221,2019,Best Picture,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",A Star Is Born,Nominee
10222,2019,Best Picture,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Vice,Nominee
10253,2019,Writing (Adapted Screenplay),Written by Joel Coen & Ethan Coen,The Ballad Of Buster Scruggs,Nominee
10254,2019,Writing (Adapted Screenplay),Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,Blackkklansman,Winner
10255,2019,Writing (Adapted Screenplay),Screenplay by Nicole Holofcener and Jeff Whitty,Can You Ever Forgive Me?,Nominee
10256,2019,Writing (Adapted Screenplay),Written for the screen by Barry Jenkins,If Beale Street Could Talk,Nominee
10257,2019,Writing (Adapted Screenplay),Screenplay by Eric Roth and Bradley Cooper & Will Fetters,A Star Is Born,Nominee
10258,2019,Writing (Original Screenplay),Written by Deborah Davis and Tony McNamara,The Favourite,Nominee
10259,2019,Writing (Original Screenplay),Written by Paul Schrader,First Reformed,Nominee
10260,2019,Writing (Original Screenplay),"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,Winner
10261,2019,Writing (Original Screenplay),Written by Alfonso Cuarón,Roma,Nominee
10262,2019,Writing (Original Screenplay),Written by Adam McKay,Vice,Nominee
10267,2020,Actor In A Leading Role,Antonio Banderas,Pain And Glory,Nominee
10268,2020,Actor In A Leading Role,Leonardo DiCaprio,Once Upon A Time...In Hollywood,Nominee
10269,2020,Actor In A Leading Role,Adam Driver,Marriage Story,Nominee
10270,2020,Actor In A Leading Role,Joaquin Phoenix,Joker,Winner
10271,2020,Actor In A Leading Role,Jonathan Pryce,The Two Popes,Nominee
10272,2020,Actor In A Supporting Role,Tom Hanks,A Beautiful Day In The Neighborhood,Nominee
10273,2020,Actor In A Supporting Role,Anthony Hopkins,The Two Popes,Nominee
10274,2020,Actor In A Supporting Role,Al Pacino,The Irishman,Nominee
10275,2020,Actor In A Supporting Role,Joe Pesci,The Irishman,Nominee
10276,2020,Actor In A Supporting Role,Brad Pitt,Once Upon A Time...In Hollywood,Winner
10277,2020,Actress In A Leading Role,Cynthia Erivo,Harriet,Nominee
10278,2020,Actress In A Leading Role,Scarlett Johansson,Marriage Story,Nominee
10279,2020,Actress In A Leading Role,Saoirse Ronan,Little Women,Nominee
10280,2020,Actress In A Leading Role,Charlize Theron,Bombshell,Nominee
10281,2020,Actress In A Leading Role,Renée Zellweger,Judy,Winner
10282,2020,Actress In A Supporting Role,Kathy Bates,Richard Jewell,Nominee
10283,2020,Actress In A Supporting Role,Laura Dern,Marriage Story,Winner
10284,2020,Actress In A Supporting Role,Scarlett Johansson,Jojo Rabbit,Nominee
10285,2020,Actress In A Supporting Role,Florence Pugh,Little Women,Nominee
10286,2020,Actress In A Supporting Role,Margot Robbie,Bombshell,Nominee
10302,2020,Directing,Martin Scorsese,The Irishman,Nominee
10303,2020,Directing,Todd Phillips,Joker,Nominee
10304,2020,Directing,Sam Mendes,1917,Nominee
10305,2020,Directing,Quentin Tarantino,Once Upon A Time...In Hollywood,Nominee
10306,2020,Directing,Bong Joon Ho,Parasite,Winner
10322,2020,International Feature Film,Poland,Corpus Christi,Nominee
10323,2020,International Feature Film,North Macedonia,Honeyland,Nominee
10324,2020,International Feature Film,France,Les Misérables,Nominee
10325,2020,International Feature Film,Spain,Pain And Glory,Nominee
10326,2020,International Feature Film,South Korea,Parasite,Winner
10342,2020,Best Picture,"Peter Chernin, Jenno Topping and James Mangold, Producers",Ford V Ferrari,Nominee
10343,2020,Best Picture,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",The Irishman,Nominee
10344,2020,Best Picture,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers",Jojo Rabbit,Nominee
10345,2020,Best Picture,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers",Joker,Nominee
10346,2020,Best Picture,"Amy Pascal, Producer",Little Women,Nominee
10347,2020,Best Picture,"Noah Baumbach and David Heyman, Producers",Marriage Story,Nominee
10348,2020,Best Picture,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers",1917,Nominee
10349,2020,Best Picture,"David Heyman, Shannon McIntosh and Quentin Tarantino, Producers",Once Upon A Time...In Hollywood,Nominee
10350,2020,Best Picture,"Kwak Sin Ae and Bong Joon Ho, Producers",Parasite,Winner
10381,2020,Writing (Adapted Screenplay),Screenplay by Steven Zaillian,The Irishman,Nominee
10382,2020,Writing (Adapted Screenplay),Screenplay by Taika Waititi,Jojo Rabbit,Winner
10383,2020,Writing (Adapted Screenplay),Written by Todd Phillips & Scott Silver,Joker,Nominee
10384,2020,Writing (Adapted Screenplay),Written for the screen by Greta Gerwig,Little Women,Nominee
10385,2020,Writing (Adapted Screenplay),Written by Anthony McCarten,The Two Popes,Nominee
10386,2020,Writing (Original Screenplay),Written by Rian Johnson,Knives Out,Nominee
10387,2020,Writing (Original Screenplay),Written by Noah Baumbach,Marriage Story,Nominee
10388,2020,Writing (Original Screenplay),Written by Sam Mendes & Krysty Wilson-Cairns,1917,Nominee
10389,2020,Writing (Original Screenplay),Written by Quentin Tarantino,Once Upon A Time...In Hollywood,Nominee
10390,2020,Writing (Original Screenplay),"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",Parasite,Winner
