,year_ceremony,category,name,film,oscar,golden_globe,sag,cca
2958,2007,Actress In A Leading Role,Helen Mirren,"Queen, The",No,No,Winner,No
2959,2007,Actress In A Leading Role,Penélope Cruz,Volver,No,No,Nominee,No
2960,2007,Actress In A Supporting Role,Adriana Barraza,Babel,No,No,Nominee,No
2961,2007,Actress In A Supporting Role,Rinko Kikuchi,Babel,No,No,Nominee,No
2962,2007,Actress In A Supporting Role,Jennifer Hudson,Dreamgirls,No,No,Winner,No
2963,2007,Actress In A Supporting Role,Abigail Breslin,Little Miss Sunshine,No,No,Nominee,No
2964,2007,Actress In A Supporting Role,Cate Blanchett,Notes On A Scandal,No,No,Nominee,No
2965,2007,Actor In A Leading Role,Leonardo Dicaprio,Blood Diamond,No,No,Nominee,No
2966,2007,Actor In A Leading Role,Ryan Gosling,Half Nelson,No,No,Nominee,No
2967,2007,Actor In A Leading Role,Will Smith,Pursuit Of Happyness,No,No,Nominee,No
2968,2007,Actor In A Leading Role,Forest Whitaker,"Last King Of Scotland, The",No,No,Winner,No
2969,2007,Actor In A Leading Role,Peter O'Toole,Venus,No,No,Nominee,No
2970,2007,Actor In A Supporting Role,Djimon Hounsou,Blood Diamond,No,No,Nominee,No
2971,2007,Actor In A Supporting Role,Eddie Murphy,Dreamgirls,No,No,Winner,No
2972,2007,Actor In A Supporting Role,Jackie Earle Haley,Little Children,No,No,Nominee,No
2973,2007,Actor In A Supporting Role,Alan Arkin,Little Miss Sunshine,No,No,Nominee,No
2974,2007,Actor In A Supporting Role,Leonardo Dicaprio,"Departed, The",No,No,Nominee,No
2975,2006,Actress In A Leading Role,Ziyi Zhang,Memoirs Of A Geisha,No,No,Nominee,No
2976,2006,Actress In A Leading Role,Judi Dench,Mrs. Henderson Presents,No,No,Nominee,No
2977,2006,Actress In A Leading Role,Charlize Theron,North Country,No,No,Nominee,No
2978,2006,Actress In A Leading Role,Felicity Huffman,Transamerica,No,No,Nominee,No
2979,2006,Actress In A Leading Role,Reese Witherspoon,Walk The Line,No,No,Winner,No
2980,2006,Actress In A Supporting Role,Michelle Williams,Brokeback Mountain,No,No,Nominee,No
2981,2006,Actress In A Supporting Role,Catherine Keener,Capote,No,No,Nominee,No
2982,2006,Actress In A Supporting Role,Amy Adams,Junebug,No,No,Nominee,No
2983,2006,Actress In A Supporting Role,Frances Mcdormand,North Country,No,No,Nominee,No
2984,2006,Actress In A Supporting Role,Rachel Weisz,"Constant Gardener, The",No,No,Winner,No
2985,2006,Actor In A Leading Role,Heath Ledger,Brokeback Mountain,No,No,Nominee,No
2986,2006,Actor In A Leading Role,Philip Seymour Hoffman,Capote,No,No,Winner,No
2987,2006,Actor In A Leading Role,Russell Crowe,Cinderella Man,No,No,Nominee,No
2988,2006,Actor In A Leading Role,David Strathairn,"Good Night, And Good Luck",No,No,Nominee,No
2989,2006,Actor In A Leading Role,Joaquin Phoenix,Walk The Line,No,No,Nominee,No
2990,2006,Actor In A Supporting Role,Jake Gyllenhaal,Brokeback Mountain,No,No,Nominee,No
2991,2006,Actor In A Supporting Role,Paul Giamatti,Cinderella Man,No,No,Winner,No
2992,2006,Actor In A Supporting Role,Don Cheadle,Crash,No,No,Nominee,No
2993,2006,Actor In A Supporting Role,Matt Dillon,Crash,No,No,Nominee,No
2994,2006,Actor In A Supporting Role,George Clooney,Syriana,No,No,Nominee,No
2995,2005,Actress In A Leading Role,Annette Bening,Being Julia,No,No,Nominee,No
2996,2005,Actress In A Leading Role,Kate Winslet,Eternal Sunshine Of The Spotless Mind,No,No,Nominee,No
2997,2005,Actress In A Leading Role,Catalina Sandino Moreno,Maria Full Of Grace,No,No,Nominee,No
2998,2005,Actress In A Leading Role,Hilary Swank,Million Dollar Baby,No,No,Winner,No
2999,2005,Actress In A Leading Role,Imelda Staunton,Vera Drake,No,No,Nominee,No
3000,2005,Actress In A Supporting Role,Sophie Okonedo,Hotel Rwanda,No,No,Nominee,No
3001,2005,Actress In A Supporting Role,Laura Linney,Kinsey,No,No,Nominee,No
3002,2005,Actress In A Supporting Role,Virginia Madsen,Sideways,No,No,Nominee,No
3003,2005,Actress In A Supporting Role,Cloris Leachman,Spanglish,No,No,Nominee,No
3004,2005,Actress In A Supporting Role,Cate Blanchett,The Aviator,No,No,Winner,No
3005,2005,Actor In A Leading Role,Johnny Depp,Finding Neverland,No,No,Nominee,No
3006,2005,Actor In A Leading Role,Don Cheadle,Hotel Rwanda,No,No,Nominee,No
3007,2005,Actor In A Leading Role,Jamie Foxx,Ray,No,No,Winner,No
3008,2005,Actor In A Leading Role,Paul Giamatti,Sideways,No,No,Nominee,No
3009,2005,Actor In A Leading Role,Leonardo Dicaprio,The Aviator,No,No,Nominee,No
3010,2005,Actor In A Supporting Role,Jamie Foxx,Collateral,No,No,Nominee,No
3011,2005,Actor In A Supporting Role,Freddie Highmore,Finding Neverland,No,No,Nominee,No
3012,2005,Actor In A Supporting Role,Morgan Freeman,Million Dollar Baby,No,No,Winner,No
3013,2005,Actor In A Supporting Role,Thomas Haden Church,Sideways,No,No,Nominee,No
3014,2005,Actor In A Supporting Role,James Garner,The Notebook,No,No,Nominee,No
3015,2004,Actress In A Leading Role,Naomi Watts,21 Grams,No,No,Nominee,No
3016,2004,Actress In A Leading Role,Charlize Theron,Monster,No,No,Winner,No
3017,2004,Actress In A Leading Role,Diane Keaton,Something'S Gotta Give,No,No,Nominee,No
3018,2004,Actress In A Leading Role,Patricia Clarkson,The Station Agent,No,No,Nominee,No
3019,2004,Actress In A Leading Role,Evan Rachel Wood,Thirteen,No,No,Nominee,No
3020,2004,Actress In A Supporting Role,Renée Zellweger,Cold Mountain,No,No,Winner,No
3021,2004,Actress In A Supporting Role,Patricia Clarkson,Pieces Of April,No,No,Nominee,No
3022,2004,Actress In A Supporting Role,Maria Bello,"Cooler, The",No,No,Nominee,No
3023,2004,Actress In A Supporting Role,Holly Hunter,Thirteen,No,No,Nominee,No
3024,2004,Actress In A Supporting Role,Keisha Castle-Hughes,Whale Rider,No,No,Nominee,No
3025,2004,Actor In A Leading Role,Ben Kingsley,House Of Sand And Fog,No,No,Nominee,No
3026,2004,Actor In A Leading Role,Bill Murray,Lost In Translation,No,No,Nominee,No
3027,2004,Actor In A Leading Role,Sean Penn,Mystic River,No,No,Nominee,No
3028,2004,Actor In A Leading Role,Johnny Depp,Pirates Of The Caribbean: The Curse Of The Black Pearl,No,No,Winner,No
3029,2004,Actor In A Leading Role,Peter Dinklage,The Station Agent,No,No,Nominee,No
3030,2004,Actor In A Supporting Role,Benicio Del Toro,21 Grams,No,No,Nominee,No
3031,2004,Actor In A Supporting Role,Tim Robbins,Mystic River,No,No,Winner,No
3032,2004,Actor In A Supporting Role,Chris Cooper,Seabiscuit,No,No,Nominee,No
3033,2004,Actor In A Supporting Role,Alec Baldwin,"Cooler, The",No,No,Nominee,No
3034,2004,Actor In A Supporting Role,Ken Watanabe,The Last Samurai,No,No,Nominee,No
3035,2003,Actress In A Leading Role,Renée Zellweger,Chicago,No,No,Winner,No
3036,2003,Actress In A Leading Role,Julianne Moore,Far From Heaven,No,No,Nominee,No
3037,2003,Actress In A Leading Role,Salma Hayek,Frida,No,No,Nominee,No
3038,2003,Actress In A Leading Role,Nicole Kidman,The Hours,No,No,Nominee,No
3039,2003,Actress In A Leading Role,Diane Lane,Unfaithful,No,No,Nominee,No
3040,2003,Actress In A Supporting Role,Kathy Bates,About Schmidt,No,No,Nominee,No
3041,2003,Actress In A Supporting Role,Catherine Zeta-Jones,Chicago,No,No,Winner,No
3042,2003,Actress In A Supporting Role,Queen Latifah,Chicago,No,No,Nominee,No
3043,2003,Actress In A Supporting Role,Julianne Moore,The Hours,No,No,Nominee,No
3044,2003,Actress In A Supporting Role,Michelle Pfeiffer,White Oleander,No,No,Nominee,No
3045,2003,Actor In A Leading Role,Jack Nicholson,About Schmidt,No,No,Nominee,No
3046,2003,Actor In A Leading Role,Nicolas Cage,Adaptation,No,No,Nominee,No
3047,2003,Actor In A Leading Role,Richard Gere,Chicago,No,No,Nominee,No
3048,2003,Actor In A Leading Role,Daniel Day-Lewis,Gangs Of New York,No,No,Winner,No
3049,2003,Actor In A Leading Role,Adrien Brody,"Pianist, The",No,No,Nominee,No
3050,2003,Actor In A Supporting Role,Chris Cooper,Adaptation,No,No,Nominee,No
3051,2003,Actor In A Supporting Role,Christopher Walken,Catch Me If You Can,No,No,Winner,No
3052,2003,Actor In A Supporting Role,Dennis Quaid,Far From Heaven,No,No,Nominee,No
3053,2003,Actor In A Supporting Role,Alfred Molina,Frida,No,No,Nominee,No
3054,2003,Actor In A Supporting Role,Ed Harris,The Hours,No,No,Nominee,No
3055,2002,Actress In A Leading Role,Jennifer Connelly,A Beautiful Mind,No,No,Nominee,No
3056,2002,Actress In A Leading Role,Reneé Zellweger,Bridget Jones'S Diary,No,No,Nominee,No
3057,2002,Actress In A Leading Role,Sissy Spacek,In The Bedroom,No,No,Nominee,No
3058,2002,Actress In A Leading Role,Judi Dench,Iris,No,No,Nominee,No
3059,2002,Actress In A Leading Role,Halle Berry,Monster'S Ball,No,No,Winner,No
3060,2002,Actress In A Supporting Role,Cate Blanchett,Bandits,No,No,Nominee,No
3061,2002,Actress In A Supporting Role,Helen Mirren,Gosford Park,No,No,Winner,No
3062,2002,Actress In A Supporting Role,Dakota Fanning,I Am Sam,No,No,Nominee,No
3063,2002,Actress In A Supporting Role,Judi Dench,The Shipping News,No,No,Nominee,No
3064,2002,Actress In A Supporting Role,Cameron Diaz,Vanilla Sky,No,No,Nominee,No
3065,2002,Actor In A Leading Role,Russell Crowe,A Beautiful Mind,No,No,Winner,No
3066,2002,Actor In A Leading Role,Sean Penn,I Am Sam,No,No,Nominee,No
3067,2002,Actor In A Leading Role,Tom Wilkinson,In The Bedroom,No,No,Nominee,No
3068,2002,Actor In A Leading Role,Kevin Kline,Life As A House,No,No,Nominee,No
3069,2002,Actor In A Leading Role,Denzel Washington,Training Day,No,No,Nominee,No
3070,2002,Actor In A Supporting Role,Jim Broadbent,Iris,No,No,Nominee,No
3071,2002,Actor In A Supporting Role,Hayden Christensen,Life As A House,No,No,Nominee,No
3072,2002,Actor In A Supporting Role,Ian Mckellen,Lord Of The Rings: The Fellowship Of The Ring,No,No,Winner,No
3073,2002,Actor In A Supporting Role,Ben Kingsley,Sexy Beast,No,No,Nominee,No
3074,2002,Actor In A Supporting Role,Ethan Hawke,Training Day,No,No,Nominee,No
3075,2001,Actress In A Leading Role,Juliette Binoche,Chocolat,No,No,Nominee,No
3076,2001,Actress In A Leading Role,Julia Roberts,Erin Brockovich,No,No,Winner,No
3077,2001,Actress In A Leading Role,Ellen Burstyn,Requiem For A Dream,No,No,Nominee,No
3078,2001,Actress In A Leading Role,Joan Allen,"Contender, The",No,No,Nominee,No
3079,2001,Actress In A Leading Role,Laura Linney,You Can Count On Me,No,No,Nominee,No
3080,2001,Actress In A Supporting Role,Frances Mcdormand,Almost Famous,No,No,Nominee,No
3081,2001,Actress In A Supporting Role,Kate Hudson,Almost Famous,No,No,Nominee,No
3082,2001,Actress In A Supporting Role,Julie Walters,Billy Elliot,No,No,Nominee,No
3083,2001,Actress In A Supporting Role,Judi Dench,Chocolat,No,No,Winner,No
3084,2001,Actress In A Supporting Role,Kate Winslet,Quills,No,No,Nominee,No
3085,2001,Actor In A Leading Role,Jamie Bell,Billy Elliot,No,No,Nominee,No
3086,2001,Actor In A Leading Role,Tom Hanks,Cast Away,No,No,Nominee,No
3087,2001,Actor In A Leading Role,Russell Crowe,Gladiator,No,No,Nominee,No
3088,2001,Actor In A Leading Role,Geoffrey Rush,Quills,No,No,Nominee,No
3089,2001,Actor In A Leading Role,Benicio Del Toro,Traffic,No,No,Winner,No
3090,2001,Actor In A Supporting Role,Albert Finney,Erin Brockovich,No,No,Winner,No
3091,2001,Actor In A Supporting Role,Joaquin Phoenix,Gladiator,No,No,Nominee,No
3092,2001,Actor In A Supporting Role,Willem Dafoe,Shadow Of The Vampire,No,No,Nominee,No
3093,2001,Actor In A Supporting Role,Gary Oldman,"Contender, The",No,No,Nominee,No
3094,2001,Actor In A Supporting Role,Jeff Bridges,"Contender, The",No,No,Nominee,No
3095,2000,Actress In A Leading Role,Annette Bening,American Beauty,No,No,Winner,No
3096,2000,Actress In A Leading Role,Hilary Swank,Boys Don'T Cry,No,No,Nominee,No
3097,2000,Actress In A Leading Role,Meryl Streep,Music Of The Heart,No,No,Nominee,No
3098,2000,Actress In A Leading Role,Julianne Moore,The End Of The Affair,No,No,Nominee,No
3099,2000,Actress In A Leading Role,Janet Mcteer,Tumbleweeds,No,No,Nominee,No
3100,2000,Actress In A Supporting Role,Cameron Diaz,Being John Malkovich,No,No,Nominee,No
3101,2000,Actress In A Supporting Role,Catherine Keener,Being John Malkovich,No,No,Nominee,No
3102,2000,Actress In A Supporting Role,Chloë Sevigny,Boys Don'T Cry,No,No,Nominee,No
3103,2000,Actress In A Supporting Role,Angelina Jolie,"Girl, Interrupted",No,No,Winner,No
3104,2000,Actress In A Supporting Role,Julianne Moore,Magnolia,No,No,Nominee,No
3105,2000,Actor In A Leading Role,Kevin Spacey,American Beauty,No,No,Winner,No
3106,2000,Actor In A Leading Role,Philip Seymour Hoffman,Flawless,No,No,Nominee,No
3107,2000,Actor In A Leading Role,Jim Carrey,Man On The Moon,No,No,Nominee,No
3108,2000,Actor In A Leading Role,Denzel Washington,"Hurricane, The",No,No,Nominee,No
3109,2000,Actor In A Leading Role,Russell Crowe,The Insider,No,No,Nominee,No
3110,2000,Actor In A Supporting Role,Chris Cooper,American Beauty,No,No,Nominee,No
3111,2000,Actor In A Supporting Role,Tom Cruise,Magnolia,No,No,Nominee,No
3112,2000,Actor In A Supporting Role,Michael Caine,"Cider House Rules, The",No,No,Winner,No
3113,2000,Actor In A Supporting Role,Michael Clarke Duncan,"Green Mile, The",No,No,Nominee,No
3114,2000,Actor In A Supporting Role,Haley Joel Osment,"Sixth Sense, The",No,No,Nominee,No
3115,1999,Actress In A Leading Role,Cate Blanchett,Elizabeth,No,No,Nominee,No
3116,1999,Actress In A Leading Role,Emily Watson,Hilary And Jackie,No,No,Nominee,No
3117,1999,Actress In A Leading Role,Jane Horrocks,Little Voice,No,No,Nominee,No
3118,1999,Actress In A Leading Role,Meryl Streep,One True Thing,No,No,Nominee,No
3119,1999,Actress In A Leading Role,Gwyneth Paltrow,Shakespeare In Love,No,No,Winner,No
3120,1999,Actress In A Supporting Role,Lynn Redgrave,Gods And Monsters,No,No,Nominee,No
3121,1999,Actress In A Supporting Role,Rachel Griffiths,Hilary And Jackie,No,No,Nominee,No
3122,1999,Actress In A Supporting Role,Brenda Blethyn,Little Voice,No,No,Nominee,No
3123,1999,Actress In A Supporting Role,Kathy Bates,Primary Colors,No,No,Winner,No
3124,1999,Actress In A Supporting Role,Judi Dench,Shakespeare In Love,No,No,Nominee,No
3125,1999,Actor In A Leading Role,Nick Nolte,Affliction,No,No,Nominee,No
3126,1999,Actor In A Leading Role,Ian Mckellen,Gods And Monsters,No,No,Nominee,No
3127,1999,Actor In A Leading Role,Roberto Benigni,Life Is Beautiful,No,No,Winner,No
3128,1999,Actor In A Leading Role,Tom Hanks,Saving Private Ryan,No,No,Nominee,No
3129,1999,Actor In A Leading Role,Joseph Fiennes,Shakespeare In Love,No,No,Nominee,No
3130,1999,Actor In A Supporting Role,Robert Duvall,"Civil Action, A",No,No,Winner,No
3131,1999,Actor In A Supporting Role,Billy Bob Thornton,"Simple Plan, A",No,No,Nominee,No
3132,1999,Actor In A Supporting Role,James Coburn,Affliction,No,No,Nominee,No
3133,1999,Actor In A Supporting Role,Geoffrey Rush,Shakespeare In Love,No,No,Nominee,No
3134,1999,Actor In A Supporting Role,David Kelly,Waking Ned Devine,No,No,Nominee,No
3135,1998,Actress In A Leading Role,Helen Hunt,As Good As It Gets,No,No,Winner,No
3136,1998,Actress In A Leading Role,Pam Grier,Jackie Brown,No,No,Nominee,No
3137,1998,Actress In A Leading Role,Judi Dench,Mrs. Brown,No,No,Nominee,No
3138,1998,Actress In A Leading Role,Robin Wright,She'S So Lovely,No,No,Nominee,No
3139,1998,Actress In A Leading Role,Helena Bonham Carter,"Wings Of The Dove, The",No,No,Nominee,No
3140,1998,Actress In A Leading Role,Kate Winslet,Titanic,No,No,Nominee,No
3141,1998,Actress In A Supporting Role,Julianne Moore,Boogie Nights,No,No,Nominee,No
3142,1998,Actress In A Supporting Role,Minnie Driver,Good Will Hunting,No,No,Nominee,No
3143,1998,Actress In A Supporting Role,Kim Basinger,L.A. Confidential,No,No,Winner,No
3144,1998,Actress In A Supporting Role,Alison Elliott,"Wings Of The Dove, The",No,No,Nominee,No
3145,1998,Actress In A Supporting Role,Gloria Stuart,Titanic,No,No,Winner,No
3146,1998,Actor In A Leading Role,Jack Nicholson,As Good As It Gets,No,No,Winner,No
3147,1998,Actor In A Leading Role,Matt Damon,Good Will Hunting,No,No,Nominee,No
3148,1998,Actor In A Leading Role,Robert Duvall,The Apostle,No,No,Nominee,No
3149,1998,Actor In A Leading Role,Peter Fonda,Ulee'S Gold,No,No,Nominee,No
3150,1998,Actor In A Leading Role,Dustin Hoffman,Wag The Dog,No,No,Nominee,No
3151,1998,Actor In A Supporting Role,Anthony Hopkins,Amistad,No,No,Nominee,No
3152,1998,Actor In A Supporting Role,Greg Kinnear,As Good As It Gets,No,No,Nominee,No
3153,1998,Actor In A Supporting Role,Burt Reynolds,Boogie Nights,No,No,Nominee,No
3154,1998,Actor In A Supporting Role,Robin Williams,Good Will Hunting,No,No,Winner,No
3155,1998,Actor In A Supporting Role,Billy Connolly,Mrs. Brown,No,No,Nominee,No
3156,1997,Actress In A Leading Role,Frances Mcdormand,Fargo,No,No,Winner,No
3157,1997,Actress In A Leading Role,Diane Keaton,Marvin'S Room,No,No,Nominee,No
3158,1997,Actress In A Leading Role,Brenda Blethyn,Secrets & Lies,No,No,Nominee,No
3159,1997,Actress In A Leading Role,Kristin Scott Thomas,The English Patent,No,No,Nominee,No
3160,1997,Actress In A Leading Role,Gena Rowlands,Unhook The Stars,No,No,Nominee,No
3161,1997,Actress In A Supporting Role,Renee Zellweger,Jerry Maguire,No,No,Nominee,No
3162,1997,Actress In A Supporting Role,Gwen Verdon,Marvin'S Room,No,No,Nominee,No
3163,1997,Actress In A Supporting Role,Juliette Binoche,The English Patent,No,No,Nominee,No
3164,1997,Actress In A Supporting Role,Lauren Bacall,The Mirror Has Two Faces,No,No,Winner,No
3165,1997,Actress In A Supporting Role,Marisa Tomei,Unhook The Stars,No,No,Nominee,No
3166,1997,Actor In A Leading Role,Tom Cruise,Jerry Maguire,No,No,Nominee,No
3167,1997,Actor In A Leading Role,Geoffrey Rush,Shine,No,No,Winner,No
3168,1997,Actor In A Leading Role,Billy Bob Thornton,Sling Blade,No,No,Nominee,No
3169,1997,Actor In A Leading Role,Ralph Fiennes,The English Patent,No,No,Nominee,No
3170,1997,Actor In A Leading Role,Woody Harrelson,"People Vs. Larry Flynt, The",No,No,Nominee,No
3171,1997,Actor In A Supporting Role,William H. Macy,Fargo,No,No,Nominee,No
3172,1997,Actor In A Supporting Role,"Cuba Gooding, Jr.",Jerry Maguire,No,No,Winner,No
3173,1997,Actor In A Supporting Role,Noah Taylor,Shine,No,No,Nominee,No
3174,1997,Actor In A Supporting Role,Hank Azaria,The Birdcage,No,No,Nominee,No
3175,1997,Actor In A Supporting Role,Nathan Lane,The Birdcage,No,No,Nominee,No
3176,1996,Actress In A Leading Role,Susan Sarandon,Dead Man Walking,No,No,Winner,No
3177,1996,Actress In A Leading Role,Elisabeth Shue,Leaving Las Vegas,No,No,Nominee,No
3178,1996,Actress In A Leading Role,Joan Allen,Nixon,No,No,Nominee,No
3179,1996,Actress In A Leading Role,Emma Thompson,Sense And Sensibility,No,No,Nominee,No
3180,1996,Actress In A Leading Role,Meryl Streep,"Bridges Of Madison County, The",No,No,Nominee,No
3181,1996,Actress In A Supporting Role,Mare Winningham,Georgia,No,No,Nominee,No
3182,1996,Actress In A Supporting Role,Mira Sorvino,Mighty Aphrodite,No,No,Nominee,No
3183,1996,Actress In A Supporting Role,Kate Winslet,Sense And Sensibility,No,No,Winner,No
3184,1996,Actress In A Supporting Role,Stockard Channing,Smoke,No,No,Nominee,No
3185,1996,Actress In A Supporting Role,Anjelica Huston,The Crossing Guard,No,No,Nominee,No
3186,1996,Actor In A Leading Role,James Earl Jones,Cry The Beloved Country,No,No,Nominee,No
3187,1996,Actor In A Leading Role,Sean Penn,Dead Man Walking,No,No,Nominee,No
3188,1996,Actor In A Leading Role,Nicolas Cage,Leaving Las Vegas,No,No,Winner,No
3189,1996,Actor In A Leading Role,Anthony Hopkins,Nixon,No,No,Nominee,No
3190,1996,Actor In A Leading Role,Massimo Troisi,The Postman / Il Postino,No,No,Nominee,No
3191,1996,Actor In A Supporting Role,Ed Harris,Apollo 13,No,No,Winner,No
3192,1996,Actor In A Supporting Role,Don Cheadle,Devil In A Blue Dress,No,No,Nominee,No
3193,1996,Actor In A Supporting Role,Kevin Bacon,Murder In The First,No,No,Nominee,No
3194,1996,Actor In A Supporting Role,Kenneth Branagh,Othello,No,No,Nominee,No
3195,1996,Actor In A Supporting Role,Kevin Spacey,"Usual Suspects, The",No,No,Nominee,No
3196,1995,Actress In A Leading Role,Jessica Lange,Blue Sky,No,No,Nominee,No
3197,1995,Actress In A Leading Role,Jodie Foster,Nell,No,No,Winner,No
3198,1995,Actress In A Leading Role,Susan Sarandon,The Client,No,No,Nominee,No
3199,1995,Actress In A Leading Role,Meryl Streep,The River Wild,No,No,Nominee,No
3200,1995,Actress In A Leading Role,Meg Ryan,When A Man Loves A Woman,No,No,Nominee,No
3201,1995,Actress In A Supporting Role,Dianne Wiest,Bullets Over Broadway,No,No,Winner,No
3202,1995,Actress In A Supporting Role,Robin Wright,Forrest Gump,No,No,Nominee,No
3203,1995,Actress In A Supporting Role,Sally Field,Forrest Gump,No,No,Nominee,No
3204,1995,Actress In A Supporting Role,Uma Thurman,Pulp Fiction,No,No,Nominee,No
3205,1995,Actress In A Supporting Role,Jamie Lee Curtis,True Lies,No,No,Nominee,No
3206,1995,Actor In A Leading Role,Tom Hanks,Forrest Gump,No,No,Winner,No
3207,1995,Actor In A Leading Role,Paul Newman,Nobody'S Fool,No,No,Nominee,No
3208,1995,Actor In A Leading Role,John Travolta,Pulp Fiction,No,No,Nominee,No
3209,1995,Actor In A Leading Role,Morgan Freeman,"Shawshank Redemption, The",No,No,Nominee,No
3210,1995,Actor In A Leading Role,Tim Robbins,"Shawshank Redemption, The",No,No,Nominee,No
3211,1995,Actor In A Supporting Role,Chazz Palminteri,Bullets Over Broadway,No,No,Nominee,No
3212,1995,Actor In A Supporting Role,Martin Landau,Ed Wood,No,No,Winner,No
3213,1995,Actor In A Supporting Role,Gary Sinise,Forrest Gump,No,No,Nominee,No
3214,1995,Actor In A Supporting Role,Samuel L. Jackson,Pulp Fiction,No,No,Nominee,No
3215,1995,Actor In A Supporting Role,John Turturro,Quiz Show,No,No,Nominee,No
3216,2019,Actor In A Leading Role,Denzel Washington,Roman J. Israel,No,No,Nominee,No
3217,1995,Best Picture,Ang Lee,Sense And Sensibility,No,No,No,Winner
3218,1996,Best Picture,Joel Coen and Ethan Coen,Fargo,No,No,No,Winner
3219,1996,Best Picture,Campbell Scott and Stanley Tucci,Big Night,No,No,No,Nominee
3220,1996,Best Picture,Nicholas Hytner,"Crucible, The",No,No,No,Nominee
3221,1996,Best Picture,Anthony Minghella,The English Patent,No,No,No,Nominee
3222,1996,Best Picture,Alan Parker,Evita,No,No,No,Nominee
3223,1996,Best Picture,Kenneth Branagh,Hamlet,No,No,No,Nominee
3224,1996,Best Picture,Cameron Crowe,Jerry Maguire,No,No,No,Nominee
3225,1996,Best Picture,John Sayles,Lone Star,No,No,No,Nominee
3226,1996,Best Picture,Miloš Forman,"People Vs. Larry Flynt, The",No,No,No,Nominee
3227,1996,Best Picture,Scott Hicks,Shine,No,No,No,Nominee
3228,1997,Best Picture,Curtis Hanson,L.A. Confidential,No,No,No,Winner
3229,1997,Best Picture,Steven Spielberg,Amistad,No,No,No,Nominee
3230,1997,Best Picture,James L. Brooks,As Good As It Gets,No,No,No,Nominee
3231,1997,Best Picture,Paul Thomas Anderson,Boogie Nights,No,No,No,Nominee
3232,1997,Best Picture,Mike Newell,Donnie Brasco,No,No,No,Nominee
3233,1997,Best Picture,Gus Van Sant,Good Will Hunting,No,No,No,Nominee
3234,1997,Best Picture,Peter Cattaneo,The Full Monty,No,No,No,Nominee
3235,1997,Best Picture,James Cameron,Titanic,No,No,No,Nominee
3236,1997,Best Picture,Barry Levinson,Wag The Dog,No,No,No,Nominee
3237,1997,Best Picture,Iain Softley,"Wings Of The Dove, The",No,No,No,Nominee
3238,1998,Best Picture,Steven Spielberg,Saving Private Ryan,No,No,No,Winner
3239,1998,Best Picture,Shekhar Kapur,Elizabeth,No,No,No,Nominee
3240,1998,Best Picture,Bill Condon,Gods And Monsters,No,No,No,Nominee
3241,1998,Best Picture,Roberto Benigni,Life Is Beautiful,No,No,No,Nominee
3242,1998,Best Picture,Steven Soderbergh,Out Of Sight,No,No,No,Nominee
3243,1998,Best Picture,Gary Ross,Pleasantville,No,No,No,Nominee
3244,1998,Best Picture,John Madden,Shakespeare In Love,No,No,No,Nominee
3245,1998,Best Picture,Sam Raimi,"Simple Plan, A",No,No,No,Nominee
3246,1998,Best Picture,Terrence Malick,The Thin Red Line,No,No,No,Nominee
3247,1998,Best Picture,Peter Weir,The Truman Show,No,No,No,Nominee
3248,1999,Best Picture,Sam Mendes,American Beauty,No,No,No,Winner
3249,1999,Best Picture,Spike Jonze,Being John Malkovich,No,No,No,Nominee
3250,1999,Best Picture,Lasse Hallström,"Cider House Rules, The",No,No,No,Nominee
3251,1999,Best Picture,Frank Darabont,"Green Mile, The",No,No,No,Nominee
3252,1999,Best Picture,Michael Mann,The Insider,No,No,No,Nominee
3253,1999,Best Picture,Paul Thomas Anderson,Magnolia,No,No,No,Nominee
3254,1999,Best Picture,Miloš Forman,Man On The Moon,No,No,No,Nominee
3255,1999,Best Picture,M. Night Shyamalan,"Sixth Sense, The",No,No,No,Nominee
3256,1999,Best Picture,Anthony Minghella,The Talented Mr. Ripley,No,No,No,Nominee
3257,1999,Best Picture,David O. Russell,Three Kings,No,No,No,Nominee
3258,2000,Best Picture,Ridley Scott,Gladiator,No,No,No,Winner
3259,2000,Best Picture,Cameron Crowe,Almost Famous,No,No,No,Nominee
3260,2000,Best Picture,Stephen Daldry,Billy Elliot,No,No,No,Nominee
3261,2000,Best Picture,Robert Zemeckis,Cast Away,No,No,No,Nominee
3262,2000,Best Picture,Ang Lee,"Crouching Tiger, Hidden Dragon",No,No,No,Nominee
3263,2000,Best Picture,Steven Soderbergh,Erin Brockovich,No,No,No,Nominee
3264,2000,Best Picture,Philip Kaufman,Quills,No,No,No,Nominee
3265,2000,Best Picture,Roger Donaldson,Thirteen Days,No,No,No,Nominee
3266,2000,Best Picture,Steven Soderbergh,Traffic,No,No,No,Nominee
3267,2000,Best Picture,Curtis Hanson,Wonder Boys,No,No,No,Nominee
3268,2000,Best Picture,Kenneth Lonergan,You Can Count On Me,No,No,No,Nominee
3269,2001,Best Picture,Ron Howard,A Beautiful Mind,No,No,No,Winner
3270,2001,Best Picture,Michael Mann,Ali,No,No,No,Nominee
3271,2001,Best Picture,Todd Field,In The Bedroom,No,No,No,Nominee
3272,2001,Best Picture,Peter Jackson,Lord Of The Rings: The Fellowship Of The Ring,No,No,No,Nominee
3273,2001,Best Picture,Joel Coen,The Man Who Wasn'T There,No,No,No,Nominee
3274,2001,Best Picture,Christopher Nolan,Memento,No,No,No,Nominee
